"last_name, first_name","player_id","year","k_percent","bb_percent","batting_avg","isolated_power","exit_velocity_avg","launch_angle_avg","hard_hit_percent","whiff_percent","swing_percent","pull_percent","opposite_percent","groundballs_percent","flyballs_percent"
"McMahon, Ryan","641857","2021",24.7,9.9,".254","0.195","90.5","14.3",43.5,29.2,48.8,28.2,32.4,39.4,28
"O'Neill, Tyler","641933","2021",31.3,7.1,".286","0.274","93","17.8",52.2,34.7,49.8,36.2,27,36.2,31.4
"Smith, Dominic","642086","2021",22.7,6.5,".244","0.119","89","14.9",40.6,27.7,52,37.1,23.8,39.4,28.5
"Tellez, Rowdy","642133","2021",20,7.1,".242","0.172","92.2","13.4",48.1,23.3,48.5,34.3,26.6,41.6,23.2
"Valaika, Pat","642162","2021",27,5.7,".201","0.089","86.8","19.8",32.6,27.3,52.5,32.1,35.3,31,33.7
"VanMeter, Josh","642165","2021",26.8,10.6,".212","0.142","89.3","19.6",36.8,26.8,39.7,38.3,22.8,36.3,34.2
"Mejía, Francisco","642336","2021",17.7,6.1,".260","0.156","85.7","14.9",28.9,20.5,55.4,40.2,27,42.6,23
"Rosario, Amed","642708","2021",20.4,5.3,".282","0.127","88.8","5.5",43.5,24.8,48.9,27.9,30.2,51.4,18.9
"Adames, Willy","642715","2021",28.1,10.3,".262","0.219","89.5","16.8",44.7,32.6,48.9,42.1,23.1,37.1,36
"Gutiérrez, Kelvin","642721","2021",25.8,6.4,".232","0.084","89.9","2.3",44.9,31.2,45,35.2,25.5,60.2,12.8
"Alcántara, Sergio","642727","2021",29,11.8,".205","0.122","87.5","10.5",33.6,30,42.5,38.9,20.8,47.7,23.5
"Benintendi, Andrew","643217","2021",18,6.7,".276","0.166","89.6","15.4",43.2,22.5,52.5,36,24.3,39.5,34.5
"Cooper, Garrett","643265","2021",27.2,12,".284","0.181","91.1","8.2",52.7,27.2,45.9,35.1,24.3,52,20.3
"Kemp, Tony","643393","2021",12.8,13.1,".279","0.139","86.7","18.4",21.9,15.9,42,35.8,20.1,37.8,30.6
"Kiner-Falefa, Isiah","643396","2021",13.3,4.1,".271","0.086","85.5","5.4",28.8,14.5,46.5,31.6,29.9,54.4,15.5
"McNeil, Jeff","643446","2021",13.6,6.8,".251","0.109","88.1","12",33.4,18.2,56.1,35,30.4,46.8,22.5
"Schwindel, Frank","643524","2021",15.8,6.2,".326","0.265","86.9","12.6",39.8,23.2,52.1,39.3,21.9,41.8,26.9
"Chang, Yu","644374","2021",27.5,4.4,".228","0.198","87.1","19.1",33.7,26.8,49.8,34.9,32.5,35.5,27.2
"Albies, Ozzie","645277","2021",18.7,6.9,".259","0.229","89.6","21.1",37.2,24.9,56.8,42.5,25.6,31.5,38
"Robles, Victor","645302","2021",23,8.9,".203","0.092","84.1","19.9",27.2,25.7,47.7,48.1,20.9,42.1,23
"Devers, Rafael","646240","2021",21.5,9.3,".279","0.259","92.9","13.1",51.8,27.7,53.6,33,24.6,42.3,26.3
"Naylor, Josh","647304","2021",18,5.6,".253","0.146","89.8","9",42.6,21.3,52.7,33,23.4,50.5,17
"Toro, Abraham","647351","2021",14.4,8.3,".239","0.134","86.8","13.7",33.9,17.6,47.9,29.7,30.7,41.7,35.3
"Díaz, Aledmys","649557","2021",19.4,5,".259","0.146","88.7","13.6",44.8,22.5,53.4,48.7,16.8,41.8,18.5
"Urías, Luis","649966","2021",20.4,11.1,".249","0.196","87.9","14.2",40.5,22.8,46.3,42.1,21.2,41.8,26.2
"Arraez, Luis","650333","2021",10,9,".294","0.082","88.4","9.9",30.6,10.8,43.5,26.9,31.9,46.6,23.3
"Torres, Gleyber","650402","2021",20.2,9.7,".259","0.107","87.1","14.2",35.7,26.3,46.7,34.3,26.6,41.8,26.3
"Castro, Willi","650489","2021",24.2,5.1,".220","0.131","85.6","11.4",29.4,29.3,56.6,29.7,35.2,48.1,22.9
"Díaz, Yandy","650490","2021",15.7,12.8,".256","0.131","89.9","6.6",40.6,19.3,42.6,31.3,27.6,52.1,22.7
"Bradley, Bobby","656252","2021",35.5,9,".208","0.237","89","12",40.9,40.3,47.8,35.6,26.2,40.9,30.2
"Chapman, Matt","656305","2021",32.5,12.9,".210","0.193","89.7","18.6",41.7,32.7,44.6,37.8,22.3,33.6,37.8
"Díaz, Isan","656371","2021",26.3,12.2,".193","0.089","88.7","9.6",36.5,32.1,43.7,35.9,27.1,46.5,27.6
"Hoskins, Rhys","656555","2021",24.4,10.6,".247","0.283","91.2","21.7",46.3,26.4,44.4,42.8,24,29.7,36.7
"Mullins II, Cedric","656775","2021",18.5,8.7,".291","0.227","89.4","14.8",39.4,20.8,46.3,41.7,25.1,40.7,27.8
"O'Hearn, Ryan","656811","2021",28,5.1,".225","0.144","90.8","14.3",45.2,29.2,51.1,39.3,26.8,42.9,30.4
"Schwarber, Kyle","656941","2021",27,13.6,".266","0.288","92.3","15.4",52.2,28.6,41.4,43.8,20.1,39.4,33.6
"Smith, Pavin","656976","2021",19.4,7.7,".267","0.137","87.2","9",42.7,17.3,42.1,34.4,25.4,47.8,22.4
"Thomas, Lane","657041","2021",23.9,14,".235","0.177","91","12.3",45.7,21.1,40,35.4,23.2,44.5,25
"Verdugo, Alex","657077","2021",15.9,8.4,".289","0.137","90","7.7",43.3,17.7,44.7,33.1,26.5,50.3,21
"DeJong, Paul","657557","2021",25.6,8.7,".197","0.193","86.3","16.4",35.3,27.9,50,41.6,22.7,38.4,34.5
"Laureano, Ramón","657656","2021",25.9,7.1,".246","0.197","87.9","11.9",40.2,27,48.4,42.6,22.5,44.3,28.3
"Fuentes, Joshua","658069","2021",22.9,4.2,".225","0.126","85.2","18.3",27.5,27.2,59.3,32.9,28.5,39.1,33.3
"Moncada, Yoán","660162","2021",25.5,13.6,".263","0.149","90.1","11.3",41.2,28.1,42.6,35.6,26.8,44.1,20.3
"Ohtani, Shohei","660271","2021",29.6,15,".257","0.335","93.6","16.6",53.6,35.1,45.8,46.6,22.9,39.7,34.6
"Tsutsugo, Yoshi","660294","2021",27.5,11.1,".217","0.166","89.6","17.1",38.1,27.3,45.4,35,29.4,40.6,34.4
"Acuña Jr., Ronald","660670","2021",23.6,13.6,".283","0.313","93.8","18.2",54.8,27.6,42.8,47.9,19.8,31.8,30.9
"Sánchez, Jesús","660821","2021",31.1,8,".251","0.238","90.2","8.7",42.7,29.2,50.2,36,26.7,46.7,28.7
"Varsho, Daulton","662139","2021",21.3,9.5,".246","0.191","87.7","18",39.9,24.7,51.5,34.4,26.6,38.5,25.2
"Riley, Austin","663586","2021",25.4,7.9,".303","0.228","90.1","14.2",45.6,28.3,50.2,39.5,23.7,38.8,24.9
"Larnach, Trevor","663616","2021",34.6,10.3,".223","0.127","90","13.1",41.1,39,43.8,39.9,26.6,45.6,24.7
"Mountcastle, Ryan","663624","2021",27.5,7,".255","0.232","89.1","16.3",39.7,31.6,55.1,38.7,28.4,35.5,33.9
"Hayes, Ke'Bryan","663647","2021",22,7.8,".257","0.116","90.2","2.6",45.8,20.6,43.5,21.3,31.8,57.4,19.9
"Tucker, Kyle","663656","2021",15.9,9.3,".294","0.263","91.4","17.6",47.5,20.3,52.5,34.9,24.2,34,33.5
"India, Jonathan","663697","2021",22.3,11.3,".269","0.190","87.6","13.1",38.6,25.1,39,48.5,17.4,44.9,26.3
"Grisham, Trent","663757","2021",22.6,10.2,".242","0.171","88.8","12.3",36.8,21.7,40.5,38.5,25.6,42,23.3
"Stephenson, Tyler","663886","2021",18.7,10.2,".286","0.145","88.4","7.4",38.2,19.2,40.4,31.8,34.6,50,18.6
"Rodgers, Brendan","663898","2021",20.2,4.6,".284","0.186","88.8","6.3",40.3,23,52.5,30.8,28.5,50.8,21
"Lowe, Nathaniel","663993","2021",25.2,12.5,".264","0.151","90.8","5",45.5,23.5,44.7,24.9,35.2,54.5,23.4
"Happ, Ian","664023","2021",29.2,11.6,".226","0.208","89.5","9.9",41.3,32.3,43.9,37.8,29.5,47.1,28.2
"France, Ty","664034","2021",16.3,7.1,".291","0.154","88.5","11",38.9,19.1,50.3,35.7,25.7,46.7,21.2
"Lowe, Brandon","664040","2021",27.2,11.1,".247","0.276","89.3","16.9",43.1,32.8,52.5,39.4,25.3,34.8,32.9
"Bader, Harrison","664056","2021",21.2,6.7,".267","0.193","86.2","13.3",31.7,24.7,47.5,38.4,25.7,44,28.2
"Fletcher, David","664058","2021",9,4.7,".262","0.062","82.3","8.2",15.7,9.5,46.5,29,36,49.4,16.2
"Moore, Dylan","664238","2021",29.4,10.6,".181","0.153","86.5","20.4",33.3,26.1,41.3,36.9,26.1,32,31.5
"Straw, Myles","664702","2021",19,10.5,".271","0.077","87.1","11.9",26.2,13.6,40.4,25.7,35.5,41.1,24.6
"Bohm, Alec","664761","2021",26.6,7.4,".247","0.095","92","5.6",49.5,26.7,48.9,26,31.5,52.7,16.5
"Wade Jr., LaMonte","664774","2021",23.4,8.7,".253","0.229","90.1","19.8",41.7,20,46.1,46.5,23.2,35.8,31.5
"Brown, Seth","664913","2021",29,7.5,".214","0.266","88.9","20.9",40.2,32.4,44.9,43.3,22.7,31.4,32.5
"Walsh, Jared","665120","2021",26,8.2,".277","0.232","89.6","7.6",41.3,26.1,49.3,37.3,21,49.6,19.7
"Tatis Jr., Fernando","665487","2021",28,11.4,".282","0.329","93.9","13.8",55.6,34.8,51.5,42.2,21.6,41,29.8
"Guerrero Jr., Vladimir","665489","2021",15.8,12.3,".311","0.290","95.1","9.4",55.2,27.8,47.3,37.9,26.2,45.6,25.2
"Soto, Juan","665742","2021",14.2,22.2,".313","0.221","93","5.8",52.7,20,35,29,26.6,52.9,20.8
"Chisholm Jr., Jazz","665862","2021",28.6,6.7,".248","0.177","90.2","9",42,29.9,47.2,37,27.2,49.4,24.4
"Lux, Gavin","666158","2021",21.8,10.8,".242","0.122","89.8","11.3",40.2,22.9,46.6,39.4,22.8,46.9,22
"Bichette, Bo","666182","2021",19.9,5.8,".298","0.186","91.4","7.3",47.5,22.3,57.8,29,33.5,49.3,22.3
"Carlson, Dylan","666185","2021",24.6,9.2,".266","0.171","88.2","15.1",31.1,27.9,45,39.3,28.1,40.1,31.1
"Dalbec, Bobby","666915","2021",34.4,6.2,".240","0.254","92.4","17.3",48.1,38.2,50.4,35.9,26,37,34
"García, Adolis","666969","2021",31.2,5.1,".243","0.211","91","14.7",45.5,34.2,54.1,40.2,23.5,43,30.7
"Gurriel Jr., Lourdes","666971","2021",18.9,5.9,".276","0.190","89.7","10.5",43,24.2,50.9,34.3,27.9,45.4,25.2
"Arozarena, Randy","668227","2021",28.1,9.3,".274","0.185","89.9","7.6",42.3,32.6,44.2,35.4,22,49.2,20.6
"Baddoo, Akil","668731","2021",26.5,9.8,".259","0.177","86","13.8",32.3,30.3,46.4,37.4,26.5,40.5,30.6
"Reynolds, Bryan","668804","2021",18.4,11.6,".302","0.220","89.4","13.4",40.8,23.9,48.9,39.9,23,39.9,28.6
"Rojas, Josh","668942","2021",24.9,10.5,".264","0.147","88.2","8.4",31.1,23.6,42.2,35.9,25.1,49.6,20.8
"Marsh, Brandon","669016","2021",35,7.7,".254","0.102","92","7.7",51.7,33,45.5,32.7,29.9,44.9,21.1
"Murphy, Sean","669221","2021",25.4,8.9,".216","0.189","89.2","15.4",42.6,27.8,47.6,41.5,21.3,40.1,28
"Edman, Tommy","669242","2021",13.7,5.5,".262","0.125","87.5","9.5",35.1,14.9,47.4,41.1,24.3,46.9,23.7
"Solak, Nick","669256","2021",20.9,6.7,".242","0.120","86.9","7",33.5,24.8,46,30.1,26.8,54.6,19.7
"Smith, Will","669257","2021",20.2,11.6,".258","0.237","90.1","19.4",43.8,21.2,41.9,34.3,24.7,31.2,41.4
"Hays, Austin","669720","2021",20.2,5.3,".256","0.205","88.8","12.5",39.2,24.6,46.4,38.4,24.4,43.4,26.8
"Lopez, Nicky","670032","2021",13.1,8.7,".300","0.078","86.8","2.8",26.9,15.7,45.1,24.9,29,58,16.9
"Alvarez, Yordan","670541","2021",24.2,8.4,".277","0.254","93.2","14.1",54.2,22.7,43.1,34.2,28.4,38,30.1
"Kelenic, Jarred","672284","2021",28.1,9.5,".181","0.169","87.5","14.4",39.2,26.9,47.6,36.6,24.1,44,31
"Robert Jr., Luis","673357","2021",20.6,4.7,".338","0.229","91.2","13.8",45.1,28.2,61.5,41.2,21.8,37.5,24.1
"Kim, Ha-Seong","673490","2021",23.8,7.4,".202","0.150","86.7","13.6",31.8,21.6,44.5,46.8,15.4,41.8,21.4
"McCormick, Chas","676801","2021",32.5,7.8,".257","0.190","90.3","18.6",49.2,35.5,46.6,38.5,26.7,35.3,40.1
"Franco, Wander","677551","2021",12,7.8,".288","0.175","88.2","9.7",37.6,16.4,49.4,36.3,23.7,45.3,22
"Jeffers, Ryan","680777","2021",36.9,7.5,".199","0.202","89.2","14",44,34.2,46.3,42.8,22.6,43.4,28.9
"Vaughn, Andrew","683734","2021",21.5,8.7,".235","0.161","91.1","9.7",47.3,24.6,45.4,30.8,30.8,43.9,27.7
"Pujols, Albert","405395","2022",15.7,8,".270","0.280","91.2","16.4",47.3,21.3,48.2,52.3,17.4,38,29.5
"Cabrera, Miguel","408234","2022",23.3,6.5,".254","0.063","89.9","5",38.2,27,50.2,31.6,28.6,52.5,19.6
"Molina, Yadier","425877","2022",14.8,1.9,".214","0.088","84.7","16.9",26,22,58.6,36.3,25.1,39,29.6
"Cruz Jr., Nelson","443558","2022",23.5,9.7,".234","0.103","90.9","7.2",46.1,32,50.8,32.8,29.8,53,19.3
"Peralta, David","444482","2022",23.3,8.4,".251","0.164","90.3","15.1",44.4,26.4,50.4,38.1,22.4,36.3,28.4
"Longoria, Evan","446334","2022",27.9,9.1,".244","0.207","91.1","18.2",46.8,29.4,44.4,43,24.2,37.1,29
"Blackmon, Charlie","453568","2022",18.9,5.5,".264","0.155","86.2","12.4",30.6,21.4,51.5,43,21,44.4,23.8
"Maldonado, Martín","455117","2022",30.6,5.8,".186","0.166","88.4","14.7",40.2,32.2,49.9,41.9,23.1,43.6,29.5
"Solano, Donovan","456781","2022",20.1,6.3,".284","0.101","88.3","10.7",41.2,20.9,49.5,34.2,27.4,45.2,23.3
"McCutchen, Andrew","457705","2022",21.4,9.8,".237","0.147","89.1","13.2",40,24.2,44.9,43.3,19.7,41.8,28.1
"Turner, Justin","457759","2022",16.7,9.4,".278","0.160","89.5","18.4",40.6,20.3,48.2,34.6,29.7,32.8,33.3
"Votto, Joey","458015","2022",25.8,11.7,".205","0.165","89.7","14.2",41.3,29.6,46.5,37.8,23.1,44.9,31.1
"Andrus, Elvis","462101","2022",15.9,6.8,".249","0.155","87.9","11.9",34.8,21.4,45.6,37.5,23.9,46.5,22.1
"Santana, Carlos","467793","2022",17.4,14,".202","0.174","90.7","15.4",44.9,21.3,42.6,47,18.8,39.1,28.4
"Belt, Brandon","474832","2022",27.2,12.4,".213","0.137","88.4","23.4",38.5,32.4,47.1,36.8,29.3,29.3,37.9
"Brantley Jr., Michael","488726","2022",10.8,11.2,".288","0.128","89.8","10.7",45.1,12.7,41.5,37.2,20.9,44.2,22.8
"Gurriel Jr., Yuli","493329","2022",12.5,5.1,".242","0.118","88.2","14.6",35.6,14.3,48.5,29.5,31.2,41.7,24.6
"Rojas, Miguel","500743","2022",12,5.1,".236","0.087","86.1","10.1",27.1,15.8,47.9,32.4,31.2,47.1,19.6
"Escobar, Eduardo","500871","2022",23.8,7.4,".240","0.190","88.3","20.6",37.6,27.7,52.4,40.6,21.5,30.9,32.8
"Pham, Tommy","502054","2022",26.8,9,".236","0.138","92.2","7.7",48.5,26,42,34.2,26,48.2,22.4
"Martinez, J.D.","502110","2022",24.3,8.7,".274","0.174","89.1","14.1",41.7,30.1,51.9,31.6,29.5,38.2,30.8
"Goldschmidt, Paul","502671","2022",21.7,12.1,".317","0.261","90.8","15.7",47.4,26.8,41.7,36.3,27.4,40.8,28.8
"Altuve, Jose","514888","2022",14.4,10.9,".300","0.233","85.9","16.1",29.7,16.3,44.3,46.9,16.8,41,25.6
"Hernández, César","514917","2022",18.5,7.3,".248","0.070","84.8","9.3",29.7,21,47.5,32.8,31.7,48.6,19.3
"Segura, Jean","516416","2022",15,6.5,".277","0.110","87.6","4.3",38.4,18.5,48.8,25.6,28.6,56.2,15.8
"Marte, Starling","516782","2022",19.2,5.1,".292","0.176","86.8","7.5",33.9,24.3,49.8,38.8,24.1,50.1,20.1
"d'Arnaud, Travis","518595","2022",21.1,4.5,".268","0.204","88.5","11.8",38.9,26.9,52.8,38.9,25.5,45.4,25.2
"Donaldson, Josh","518626","2022",27.1,9.9,".222","0.152","90.7","12",43.3,33.3,47.3,42.3,17.9,43.5,25.9
"Freeman, Freddie","518692","2022",14.4,11.9,".325","0.186","91.3","13.6",47.8,19.5,49.3,34.6,30.4,38.9,28.4
"Grandal, Yasmani","518735","2022",21,12,".202","0.067","90","12.1",40,21.6,39.7,35.2,30.4,43.6,22
"LeMahieu, DJ","518934","2022",13.1,12.4,".261","0.116","89.2","3",41.1,15.7,39.5,24.8,37.3,54.6,17
"Moustakas, Mike","519058","2022",26.3,8.4,".214","0.131","87.6","19.4",33.9,29.2,54.3,38.3,22.8,35,25.6
"Rizzo, Anthony","519203","2022",18.4,10.6,".224","0.256","89.4","19.3",41,22.8,46.1,45.9,23.2,33.3,35
"Stanton, Giancarlo","519317","2022",30.3,11.1,".211","0.251","95","10.8",52.3,36.5,43.1,32.6,25.8,47,24.6
"Perez, Salvador","521692","2022",23,3.8,".254","0.211","91.4","17.8",49,31.8,57.4,42.2,22.7,36.9,34.2
"Flores, Wilmer","527038","2022",17.1,9.8,".229","0.165","87.8","20.7",35.4,18.9,45.6,46.6,21.2,34.7,31.5
"García, Avisaíl","541645","2022",28.7,4.5,".224","0.093","88.7","2.8",44.8,36.7,59,31.2,26.4,56,22
"Bethancourt, Christian","542194","2022",24,3.6,".252","0.157","90.1","9.4",44.8,34.7,62.5,35.6,23,46.4,23.8
"Ozuna, Marcell","542303","2022",24.1,6.1,".226","0.187","89.4","16.5",43.8,28.7,49.4,41.2,21.6,38.4,30.7
"Ortega, Rafael","542364","2022",19.9,11.9,".241","0.117","87.2","17.1",33.7,19.6,45.4,40.4,24.4,34.4,33.2
"Aguilar, Jesús","542583","2022",23.5,5.5,".235","0.144","87.7","19.1",36,27,49.5,36.3,24.6,32.9,30.9
"Berti, Jon","542932","2022",22,10.4,".240","0.098","88","4.7",37,24.5,44.5,30,29.3,53,21.5
"Crawford, Brandon","543063","2022",21.4,8.5,".231","0.113","88.1","12.3",35.1,31.9,50.7,34.8,24.3,47.3,23.6
"Cron, C.J.","543068","2022",25.9,6.8,".257","0.211","88.7","14.2",42.3,24.3,47.7,33.7,25.7,39.2,27.9
"Gomes, Yan","543228","2022",16,2.7,".235","0.130","85.3","9.4",28.9,19.4,54.2,40.9,23.8,46.4,21.3
"Grossman, Robbie","543257","2022",27,11.7,".209","0.102","86.7","21.1",30.4,23.9,40.9,46.2,21,31.8,32.2
"Harrison, Josh","543281","2022",16.7,4.9,".256","0.114","87.4","14.7",32.3,21.5,54.7,35.1,25.1,43.9,28.2
"Hicks, Aaron","543305","2022",24.1,13.7,".216","0.097","87.9","14.8",33.1,25.8,41.1,44.2,23.7,44.6,23.7
"Hosmer, Eric","543333","2022",15.3,8.8,".268","0.114","88.4","3.1",39.7,18.9,49,36,24.6,57.1,15.1
"Nola, Austin","543592","2022",15.1,8.6,".251","0.078","89.4","12",39.7,14.4,42.8,42.1,24.6,42.4,24.2
"Semien, Marcus","543760","2022",16.6,7.3,".248","0.181","87.3","19.9",34.9,20.6,47.2,43.5,22.5,33.6,34
"Springer III, George","543807","2022",17.2,9.3,".267","0.205","88.7","13.9",42.3,28.2,50.9,45.7,22,44.3,24.4
"Vázquez, Christian","543877","2022",16.2,5.2,".274","0.125","87.9","10.7",36.4,17.2,49.2,28.3,27.7,45.2,22.6
"Wong, Kolten","543939","2022",17.7,9.3,".251","0.179","87","14",35.5,20.4,43.1,41.8,25.2,43.6,23.5
"Garcia, Leury","544725","2022",20.6,2.2,".210","0.057","87","6.2",35.6,24.4,56.4,33.3,27.1,53.3,21.7
"Grichuk, Randal","545341","2022",23.6,4.5,".259","0.166","90","8.7",43.6,24.7,50.6,33.9,26,50.4,26
"Stassi, Max","545358","2022",29.9,10.1,".180","0.123","88.6","9.5",39.5,34,44.1,35.4,24.2,52,25.6
"Trout, Mike","545361","2022",27.9,10.8,".283","0.347","91.6","24.6",51,30.2,43.4,40,26.3,25,44.7
"Harper, Bryce","547180","2022",20.4,10.8,".286","0.228","92.1","11.8",47.9,28.3,56.2,37.9,25.9,42.1,25.9
"Abreu, José","547989","2022",16.2,9.1,".304","0.142","92.2","8",51.8,23.2,47.3,34.5,26.3,47.7,24
"Díaz, Elias","553869","2022",21.5,6.6,".228","0.140","88.4","11.1",39.3,22.7,51.8,32.4,26.5,47.8,22.8
"Narváez, Omar","553882","2022",19.3,9.8,".206","0.099","84.7","17.7",18.4,23.4,50,37.7,28,36.2,34.8
"Suárez, Eugenio","553993","2022",31.2,11.6,".236","0.223","89.8","19.9",43.5,33.1,41.8,44.3,24.4,34.1,39.2
"Urshela, Gio","570482","2022",17.4,7.4,".285","0.144","88.9","11.8",37.6,21.4,53.1,33.3,26.9,41.7,23.8
"Schoop, Jonathan","570731","2022",21,3.7,".202","0.120","87","9.7",38.6,28.2,55.5,37,23,45.2,20.6
"Arenado, Nolan","571448","2022",11.6,8.4,".293","0.240","88.8","21.7",38.9,19.1,48.4,45.2,20,30.5,29
"Barnhart, Tucker","571466","2022",24,8.1,".221","0.046","84.5","10.1",26,22.5,46.2,34.1,28.8,54.3,17.3
"Farmer, Kyle","571657","2022",17,5.7,".255","0.131","85.5","12.7",33.8,19.4,50.3,39.1,25.5,45.3,23.4
"Hernández, Enrique","571771","2022",17.7,8.5,".222","0.116","87.8","17.3",35,24.6,47.7,43.5,22.4,39.8,22.1
"Muncy, Max","571970","2022",25,15.9,".196","0.188","90.3","20.9",45.6,26.1,38.6,48,20.7,32.5,39.5
"Myers, Wil","571976","2022",30.1,7.3,".261","0.137","88.5","13",37.6,31.2,45.3,35.4,29.8,41.6,26.4
"Naquin, Tyler","571980","2022",27.8,5.7,".229","0.194","90.3","14.4",40.8,30.5,58,38.1,28,40.4,29.4
"Pollock, AJ","572041","2022",18.6,6.1,".245","0.144","88.8","11.6",42,24.7,53.6,40.8,23.5,45.3,22
"Taylor, Michael A.","572191","2022",23.9,7.7,".254","0.103","86.3","12.1",32.9,29.3,51.5,36.5,25.8,42.3,28.1
"Thompson, Trayce","572204","2022",36.5,12.5,".256","0.251","92.2","16.4",46.9,37.8,43.9,55.5,17.2,31.3,32
"Voit III, Luke","572228","2022",31.5,9.7,".226","0.176","89.8","18.4",44.3,37.6,52,46.2,20.2,34.9,34.9
"Walker, Christian","572233","2022",19.6,10.3,".242","0.235","90","17",44,24.6,44.7,38.8,24.2,39.2,30.9
"Dickerson, Corey","572816","2022",16.2,4,".267","0.132","87.8","10.6",32.8,22.8,58.4,35.7,29.8,46.8,20.9
"Ruf, Darin","573131","2022",27.1,11.6,".204","0.134","89.2","14.8",40.5,27.5,40.4,42.2,28.4,41.8,29.7
"Yastrzemski, Mike","573262","2022",25.3,10.9,".214","0.178","89.9","19.9",42.5,22.7,42.9,42.7,23.6,34.8,31.9
"Contreras, Willson","575929","2022",21.1,9.2,".243","0.223","90.4","8.5",48.6,31,50.6,40.3,23.5,51.1,22.9
"Iglesias, Jose","578428","2022",12,3.6,".292","0.088","83.8","6",27.7,13.2,51.9,37.6,22.5,53.4,16.8
"Canha, Mark","592192","2022",17.9,8.9,".266","0.137","87.7","10.9",36.6,22.2,42.9,39.3,28.7,46.1,24.7
"Castellanos, Nick","592206","2022",23.3,5.2,".263","0.126","87.5","14.6",35.1,32.2,57,35.6,32.3,42.9,28.5
"Drury, Brandon","592273","2022",22.2,6.7,".263","0.229","89.1","13.8",42.2,21.5,45.9,44.7,23.2,40.9,28.3
"Gamel, Ben","592325","2022",23.2,11.3,".232","0.137","88.8","11.3",37.6,24.1,43.1,36.1,25.2,43.4,25.9
"Judge, Aaron","592450","2022",25.1,15.9,".311","0.375","95.9","15",61.8,29.8,42.7,47.3,21.3,37,38.3
"Machado, Manny","592518","2022",20.7,9.8,".298","0.233","91.5","16",49,24.9,50.8,40.7,26.2,37.6,23.7
"Pederson, Joc","592626","2022",23.1,9.7,".274","0.247","93.2","14.8",52.1,24.5,46.1,35.6,26.8,37.3,33.8
"Realmuto, J.T.","592663","2022",21.2,7.3,".276","0.202","90.3","13.1",47.2,25.7,49,38.2,28.2,44.6,25.6
"Renfroe, Hunter","592669","2022",23.2,7.5,".255","0.237","90.5","17.7",43.6,27,47.8,40.5,23.5,37.4,30.2
"Rosario, Eddie","592696","2022",25.2,6.3,".212","0.116","87.7","15.2",33,32.2,53.5,38.4,18.4,39.5,30.3
"Yelich, Christian","592885","2022",24.1,13.1,".252","0.131","91.5","3.6",48.6,25.1,43.2,33.4,27.6,59.1,18
"Merrifield, Whit","593160","2022",15.5,6.9,".250","0.125","87.1","15.1",31.1,19.4,50.9,35.1,29,41.2,28.8
"Bogaerts, Xander","593428","2022",18.7,9,".307","0.149","88.1","10.2",39.5,24.8,45.7,37.2,25.3,46.6,21.1
"Polanco, Jorge","593871","2022",21.3,14.4,".235","0.170","89","21.7",38.7,25.7,42.4,46.5,20.4,30.6,34.9
"Calhoun, Kole","594777","2022",32.1,6.4,".196","0.134","90.8","15.4",48.2,36.3,53.1,45.9,19.6,38,26.3
"Duvall, Adam","594807","2022",32.1,6.7,".213","0.188","88.3","23.4",41,29.2,50.5,48.4,19.1,29.3,38.8
"Alfaro, Jorge","595751","2022",35.8,4,".246","0.137","89.4","8",38.5,38,62.6,31.1,27.3,47.2,23
"Profar, Jurickson","595777","2022",15.7,11.1,".243","0.148","87.5","12.9",34.3,18.8,43.6,42.1,25.3,44.8,22.8
"Báez, Javier","595879","2022",24.9,4.4,".238","0.155","87.9","9.6",38,35.8,55.8,39.9,25.3,50.6,22.9
"Hedges, Austin","595978","2022",23.1,7.4,".163","0.085","84.2","16.7",22.3,27.7,47.6,41,24,40.6,24
"Lindor, Francisco","596019","2022",18.8,8.4,".270","0.179","89.3","13.8",41.3,22.9,47.8,38.3,24.2,43.5,27.6
"Odor, Rougned","596059","2022",23.1,6.8,".207","0.150","87.8","21.5",33.3,27.6,50.6,42.4,20.9,32.4,29
"Slater, Austin","596103","2022",27.4,12.3,".264","0.144","89","6.6",39.5,31.5,45.2,31.1,26.3,53.7,19.5
"Story, Trevor","596115","2022",30.8,8.1,".238","0.196","88.9","17.8",40.6,30.8,49.8,38.5,25.1,35.1,28.9
"Vogelbach, Daniel","596129","2022",24.7,15.8,".238","0.195","89.4","15.8",39.9,20.4,32.2,40.7,23.8,38.1,29.7
"Sánchez, Gary","596142","2022",28.9,8.5,".205","0.172","90.5","14",49.3,30.8,44,47.9,22.9,43.8,29.9
"Kepler, Max","596146","2022",14.8,11,".227","0.121","89.1","11.2",39.9,20,46.1,41.7,23.9,46.6,24.5
"Franco, Maikel","596748","2022",19.3,3.1,".229","0.113","87","11.5",34.4,28,53.6,44.1,22.1,44.5,21.1
"Choi, Ji Man","596847","2022",29.4,13.8,".233","0.155","92.2","10.6",47.5,32.3,41.7,40.7,24.2,46.6,25
"Bradley Jr., Jackie","598265","2022",20.8,6.5,".203","0.108","87.6","7.4",37.2,29.4,49.7,39.8,23.8,51.3,21.2
"Candelario, Jeimer","600869","2022",23.3,6,".217","0.144","87.2","13.5",34.6,25.4,52.6,39.8,26.5,42.6,24.1
